"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"31228","NZ_CP173697.1",1824668,1825516,NA,"minus","zinc dependent phospholipase C family protein","",0,"protein-coding",NA,"WP_055068003.1",282,"ACIRUI_RS08840","roseburia_faecis.tsv"
"31229","NZ_CP173697.1",1825691,1826857,NA,"plus","cation diffusion facilitator family transporter","",0,"protein-coding",NA,"WP_055068002.1",388,"ACIRUI_RS08845","roseburia_faecis.tsv"
"31230","NZ_CP173697.1",1826865,1828739,NA,"minus","methyl-accepting chemotaxis protein","",0,"protein-coding",NA,"WP_176694778.1",624,"ACIRUI_RS08850","roseburia_faecis.tsv"
"31231","NZ_CP173697.1",1828966,1831032,NA,"minus","polyphosphate kinase 1","ppk1",0,"protein-coding",NA,"WP_022046407.1",688,"ACIRUI_RS08855","roseburia_faecis.tsv"
"31232","NZ_CP173697.1",1831135,1832823,NA,"minus","Na/Pi cotransporter family protein","",0,"protein-coding",NA,"WP_055068000.1",562,"ACIRUI_RS08860","roseburia_faecis.tsv"
"31233","NZ_CP173697.1",1833111,1834532,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055067999.1",473,"ACIRUI_RS08865","roseburia_faecis.tsv"
"31234","NZ_CP173697.1",1834525,1835310,NA,"plus","TPM domain-containing protein","",0,"protein-coding",NA,"WP_055067998.1",261,"ACIRUI_RS08870","roseburia_faecis.tsv"
"31235","NZ_CP173697.1",1835411,1836742,NA,"plus","ATP-binding protein","",0,"protein-coding",NA,"WP_055067997.1",443,"ACIRUI_RS08875","roseburia_faecis.tsv"
"31236","NZ_CP173697.1",1837242,1837949,NA,"minus","ABC transporter permease","",0,"protein-coding",NA,"WP_055067996.1",235,"ACIRUI_RS08880","roseburia_faecis.tsv"
"31237","NZ_CP173697.1",1837953,1838582,NA,"minus","ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055067995.1",209,"ACIRUI_RS08885","roseburia_faecis.tsv"
"31238","NZ_CP173697.1",1838676,1838822,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_171029098.1",48,"ACIRUI_RS08890","roseburia_faecis.tsv"
"31239","NZ_CP173697.1",1840705,1841316,NA,"minus","accessory gene regulator ArgB-like protein","",0,"protein-coding",NA,"WP_055067706.1",203,"ACIRUI_RS08900","roseburia_faecis.tsv"
"31240","NZ_CP173697.1",1841319,1841465,NA,"minus","cyclic lactone autoinducer peptide","",0,"protein-coding",NA,"WP_055067705.1",48,"ACIRUI_RS08905","roseburia_faecis.tsv"
"31241","NZ_CP173697.1",1841587,1842294,NA,"plus","LytTR family DNA-binding domain-containing protein","",0,"protein-coding",NA,"WP_055067704.1",235,"ACIRUI_RS08910","roseburia_faecis.tsv"
"31242","NZ_CP173697.1",1842579,1843598,NA,"plus","sensor histidine kinase","",0,"protein-coding",NA,"WP_243130417.1",339,"ACIRUI_RS08915","roseburia_faecis.tsv"
"31243","NZ_CP173697.1",1843610,1844989,NA,"minus","RsmF rRNA methyltransferase first C-terminal domain-containing protein","",0,"protein-coding",NA,"WP_055067702.1",459,"ACIRUI_RS08920","roseburia_faecis.tsv"
"31244","NZ_CP173697.1",1845084,1846163,NA,"plus","HD-GYP domain-containing protein","",0,"protein-coding",NA,"WP_261291798.1",359,"ACIRUI_RS08925","roseburia_faecis.tsv"
"31245","NZ_CP173697.1",1846195,1847226,NA,"minus","D-alanyl-D-alanine carboxypeptidase family protein","",0,"protein-coding",NA,"WP_055067700.1",343,"ACIRUI_RS08930","roseburia_faecis.tsv"
"31246","NZ_CP173697.1",1847281,1849635,NA,"minus","alpha-galactosidase","",0,"protein-coding",NA,"WP_055067710.1",784,"ACIRUI_RS08935","roseburia_faecis.tsv"
"31247","NZ_CP173697.1",1849653,1851029,NA,"minus","glycoside-pentoside-hexuronide (GPH):cation symporter","",0,"protein-coding",NA,"WP_055067699.1",458,"ACIRUI_RS08940","roseburia_faecis.tsv"
"31248","NZ_CP173697.1",1851042,1853429,NA,"minus","glycoside hydrolase family 2 TIM barrel-domain containing protein","",0,"protein-coding",NA,"WP_055067698.1",795,"ACIRUI_RS08945","roseburia_faecis.tsv"
"31249","NZ_CP173697.1",1853454,1854023,NA,"minus","TetR/AcrR family transcriptional regulator","",0,"protein-coding",NA,"WP_055067697.1",189,"ACIRUI_RS08950","roseburia_faecis.tsv"
"31250","NZ_CP173697.1",1854164,1855495,NA,"minus","MATE family efflux transporter","",0,"protein-coding",NA,"WP_055067709.1",443,"ACIRUI_RS08955","roseburia_faecis.tsv"
"31251","NZ_CP173697.1",1855578,1856708,NA,"minus","GGDEF domain-containing protein","",0,"protein-coding",NA,"WP_261291796.1",376,"ACIRUI_RS08960","roseburia_faecis.tsv"
"31252","NZ_CP173697.1",1856973,1858703,NA,"minus","SWIM zinc finger domain-containing protein","",0,"protein-coding",NA,"WP_022044865.1",576,"ACIRUI_RS08965","roseburia_faecis.tsv"
"31253","NZ_CP173697.1",1858837,1859442,NA,"minus","protein adenylyltransferase Fic","fic",0,"protein-coding",NA,"WP_022044864.1",201,"ACIRUI_RS08970","roseburia_faecis.tsv"
"31254","NZ_CP173697.1",1859484,1859804,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055067696.1",106,"ACIRUI_RS08975","roseburia_faecis.tsv"
"31255","NZ_CP173697.1",1860246,1860656,NA,"minus","ATP-binding protein","",0,"protein-coding",NA,"WP_055067695.1",136,"ACIRUI_RS08980","roseburia_faecis.tsv"
"31256","NZ_CP173697.1",1860937,1861224,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_176694770.1",95,"ACIRUI_RS08985","roseburia_faecis.tsv"
"31257","NZ_CP173697.1",1861272,1861856,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055067693.1",194,"ACIRUI_RS08990","roseburia_faecis.tsv"
"31258","NZ_CP173697.1",1861899,1862198,NA,"minus","type II toxin-antitoxin system RelE/ParE family toxin","",0,"protein-coding",NA,"WP_055067692.1",99,"ACIRUI_RS08995","roseburia_faecis.tsv"
"31259","NZ_CP173697.1",1862202,1862450,NA,"minus","type II toxin-antitoxin system prevent-host-death family antitoxin","",0,"protein-coding",NA,"WP_055067691.1",82,"ACIRUI_RS09000","roseburia_faecis.tsv"
"31260","NZ_CP173697.1",1863020,1864699,NA,"plus","transposase","",0,"protein-coding",NA,"WP_082413822.1",559,"ACIRUI_RS09005","roseburia_faecis.tsv"
"31261","NZ_CP173697.1",1864934,1865623,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055067690.1",229,"ACIRUI_RS09010","roseburia_faecis.tsv"
"31262","NZ_CP173697.1",1865695,1866117,NA,"plus","ABC-three component system protein","",0,"protein-coding",NA,"WP_141652707.1",140,"ACIRUI_RS09015","roseburia_faecis.tsv"
"31263","NZ_CP173697.1",1866133,1866621,NA,"plus","three component ABC system middle component","",0,"protein-coding",NA,"WP_055067688.1",162,"ACIRUI_RS09020","roseburia_faecis.tsv"
"31264","NZ_CP173697.1",1866621,1868543,NA,"plus","DUF3732 domain-containing protein","",0,"protein-coding",NA,"WP_055067687.1",640,"ACIRUI_RS09025","roseburia_faecis.tsv"
"31265","NZ_CP173697.1",1868712,1869113,NA,"plus","IS66 family insertion sequence element accessory protein TnpA","tnpA",0,"protein-coding",NA,"WP_055068692.1",133,"ACIRUI_RS09030","roseburia_faecis.tsv"
"31266","NZ_CP173697.1",1869107,1869463,NA,"plus","IS66 family insertion sequence element accessory protein TnpB","tnpB",0,"protein-coding",NA,"WP_278998291.1",118,"ACIRUI_RS09035","roseburia_faecis.tsv"
"31267","NZ_CP173697.1",1869526,1871163,NA,"plus","IS66 family transposase","tnpC",0,"protein-coding",NA,"WP_405560065.1",545,"ACIRUI_RS09040","roseburia_faecis.tsv"
"31268","NZ_CP173697.1",1871356,1871883,NA,"minus","ATP-binding protein","",0,"protein-coding",NA,"WP_082413896.1",175,"ACIRUI_RS09045","roseburia_faecis.tsv"
"31269","NZ_CP173697.1",1872089,1872694,NA,"minus","protein adenylyltransferase Fic","fic",0,"protein-coding",NA,"WP_055068411.1",201,"ACIRUI_RS09050","roseburia_faecis.tsv"
"31270","NZ_CP173697.1",1872753,1873562,NA,"minus","EcsC family protein","",0,"protein-coding",NA,"WP_055068289.1",269,"ACIRUI_RS09055","roseburia_faecis.tsv"
"31271","NZ_CP173697.1",1873564,1873974,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_226948083.1",136,"ACIRUI_RS09060","roseburia_faecis.tsv"
"31272","NZ_CP173697.1",1874057,1874488,NA,"minus","IS66 family insertion sequence element accessory protein TnpA","tnpA",0,"protein-coding",NA,"WP_226948084.1",143,"ACIRUI_RS09065","roseburia_faecis.tsv"
"31273","NZ_CP173697.1",1874875,1878657,NA,"minus","ATP-binding protein","",0,"protein-coding",NA,"WP_055068291.1",1260,"ACIRUI_RS09070","roseburia_faecis.tsv"
"31274","NZ_CP173697.1",1879749,1881008,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068293.1",419,"ACIRUI_RS09075","roseburia_faecis.tsv"
"31275","NZ_CP173697.1",1881011,1881433,NA,"minus","UPF0158 family protein","",0,"protein-coding",NA,"WP_055068294.1",140,"ACIRUI_RS09080","roseburia_faecis.tsv"
"31276","NZ_CP173697.1",1881480,1881710,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_138345255.1",76,"ACIRUI_RS09085","roseburia_faecis.tsv"
"31277","NZ_CP173697.1",1882089,1883537,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068296.1",482,"ACIRUI_RS09090","roseburia_faecis.tsv"
"31278","NZ_CP173697.1",1883925,1884947,NA,"minus","virulence RhuM family protein","",0,"protein-coding",NA,"WP_055068298.1",340,"ACIRUI_RS09095","roseburia_faecis.tsv"
"31279","NZ_CP173697.1",1884974,1885567,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068299.1",197,"ACIRUI_RS09100","roseburia_faecis.tsv"
"31280","NZ_CP173697.1",1885695,1886279,NA,"minus","DUF6933 domain-containing protein","",0,"protein-coding",NA,"WP_055068300.1",194,"ACIRUI_RS09105","roseburia_faecis.tsv"
"31281","NZ_CP173697.1",1886285,1886608,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068301.1",107,"ACIRUI_RS09110","roseburia_faecis.tsv"
"31282","NZ_CP173697.1",1887137,1887538,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068302.1",133,"ACIRUI_RS09115","roseburia_faecis.tsv"
"31283","NZ_CP173697.1",1887528,1887980,NA,"minus","DUF4869 domain-containing protein","",0,"protein-coding",NA,"WP_055068303.1",150,"ACIRUI_RS09120","roseburia_faecis.tsv"
"31284","NZ_CP173697.1",1888387,1888869,NA,"minus","GNAT family N-acetyltransferase","",0,"protein-coding",NA,"WP_055068304.1",160,"ACIRUI_RS09125","roseburia_faecis.tsv"
"31285","NZ_CP173697.1",1888872,1889936,NA,"minus","S66 peptidase family protein","",0,"protein-coding",NA,"WP_055061100.1",354,"ACIRUI_RS09130","roseburia_faecis.tsv"
"31286","NZ_CP173697.1",1889947,1890993,NA,"minus","HAD-IA family hydrolase","",0,"protein-coding",NA,"WP_055068305.1",348,"ACIRUI_RS09135","roseburia_faecis.tsv"
"31287","NZ_CP173697.1",1891015,1891791,NA,"minus","Cof-type HAD-IIB family hydrolase","",0,"protein-coding",NA,"WP_055068306.1",258,"ACIRUI_RS09140","roseburia_faecis.tsv"
"31288","NZ_CP173697.1",1891932,1893521,NA,"minus","glutamine-hydrolyzing GMP synthase","guaA",0,"protein-coding",NA,"WP_055068307.1",529,"ACIRUI_RS09145","roseburia_faecis.tsv"
"31289","NZ_CP173697.1",1893639,1894544,NA,"minus","alpha/beta fold hydrolase","",0,"protein-coding",NA,"WP_055068308.1",301,"ACIRUI_RS09150","roseburia_faecis.tsv"
"31290","NZ_CP173697.1",1894571,1895398,NA,"minus","hydroxyethylthiazole kinase","thiM",0,"protein-coding",NA,"WP_055068309.1",275,"ACIRUI_RS09155","roseburia_faecis.tsv"
"31291","NZ_CP173697.1",1895398,1895916,NA,"minus","energy coupling factor transporter S component ThiW","thiW",0,"protein-coding",NA,"WP_022045215.1",172,"ACIRUI_RS09160","roseburia_faecis.tsv"
"31292","NZ_CP173697.1",1895946,1896575,NA,"minus","thiamine phosphate synthase","thiE",0,"protein-coding",NA,"WP_055068412.1",209,"ACIRUI_RS09165","roseburia_faecis.tsv"
"31293","NZ_CP173697.1",1896638,1896895,NA,"minus","sporulation transcriptional regulator SpoIIID","spoIIID",0,"protein-coding",NA,"WP_022045217.1",85,"ACIRUI_RS09170","roseburia_faecis.tsv"
"31294","NZ_CP173697.1",1897521,1897673,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_022044902.1",50,"ACIRUI_RS09175","roseburia_faecis.tsv"
"31295","NZ_CP173697.1",1897709,1898131,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068310.1",140,"ACIRUI_RS09180","roseburia_faecis.tsv"
"31296","NZ_CP173697.1",1898180,1899226,NA,"minus","glycoside hydrolase family 5 protein","",0,"protein-coding",NA,"WP_055068311.1",348,"ACIRUI_RS09185","roseburia_faecis.tsv"
"31297","NZ_CP173697.1",1899293,1901824,NA,"minus","heavy metal translocating P-type ATPase","",0,"protein-coding",NA,"WP_055068312.1",843,"ACIRUI_RS09190","roseburia_faecis.tsv"
"31298","NZ_CP173697.1",1901843,1902148,NA,"minus","metal-sensing transcriptional repressor","",0,"protein-coding",NA,"WP_022044898.1",101,"ACIRUI_RS09195","roseburia_faecis.tsv"
"31299","NZ_CP173697.1",1902297,1902620,NA,"minus","DNA-binding transcriptional regulator","",0,"protein-coding",NA,"WP_022044897.1",107,"ACIRUI_RS09200","roseburia_faecis.tsv"
"31300","NZ_CP173697.1",1902634,1902966,NA,"minus","type II toxin-antitoxin system RelE/ParE family toxin","",0,"protein-coding",NA,"WP_022044896.1",110,"ACIRUI_RS09205","roseburia_faecis.tsv"
"31301","NZ_CP173697.1",1903235,1904182,NA,"plus","DUF4846 domain-containing protein","",0,"protein-coding",NA,"WP_022044895.1",315,"ACIRUI_RS09210","roseburia_faecis.tsv"
"31302","NZ_CP173697.1",1904160,1904342,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068313.1",60,"ACIRUI_RS09215","roseburia_faecis.tsv"
"31303","NZ_CP173697.1",1904560,1905072,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068314.1",170,"ACIRUI_RS09220","roseburia_faecis.tsv"
"31304","NZ_CP173697.1",1905164,1905319,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_156337573.1",51,"ACIRUI_RS09225","roseburia_faecis.tsv"
"31305","NZ_CP173697.1",1905429,1905641,NA,"plus","helix-turn-helix domain-containing protein","",0,"protein-coding",NA,"WP_172679171.1",70,"ACIRUI_RS09230","roseburia_faecis.tsv"
"31306","NZ_CP173697.1",1905685,1906596,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068316.1",303,"ACIRUI_RS09235","roseburia_faecis.tsv"
"31307","NZ_CP173697.1",1907259,1908374,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068317.1",371,"ACIRUI_RS09240","roseburia_faecis.tsv"
"31308","NZ_CP173697.1",1908410,1909918,NA,"minus","S-layer homology domain-containing protein","",0,"protein-coding",NA,"WP_055068318.1",502,"ACIRUI_RS09245","roseburia_faecis.tsv"
"31309","NZ_CP173697.1",1909930,1910577,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068319.1",215,"ACIRUI_RS09250","roseburia_faecis.tsv"
"31310","NZ_CP173697.1",1910574,1910789,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068320.1",71,"ACIRUI_RS09255","roseburia_faecis.tsv"
"31311","NZ_CP173697.1",1911016,1911756,NA,"minus","YdcF family protein","",0,"protein-coding",NA,"WP_055068413.1",246,"ACIRUI_RS09260","roseburia_faecis.tsv"
"31312","NZ_CP173697.1",1911779,1912057,NA,"minus","acylphosphatase","",0,"protein-coding",NA,"WP_055068321.1",92,"ACIRUI_RS09265","roseburia_faecis.tsv"
"31313","NZ_CP173697.1",1912070,1913269,NA,"minus","pyridoxal phosphate-dependent aminotransferase","",0,"protein-coding",NA,"WP_055068322.1",399,"ACIRUI_RS09270","roseburia_faecis.tsv"
"31314","NZ_CP173697.1",1913415,1916117,NA,"minus","translation factor GTPase family protein","",0,"protein-coding",NA,"WP_055068323.1",900,"ACIRUI_RS09275","roseburia_faecis.tsv"
"31315","NZ_CP173697.1",1916192,1917478,NA,"minus","DUF4317 domain-containing protein","",0,"protein-coding",NA,"WP_055068324.1",428,"ACIRUI_RS09280","roseburia_faecis.tsv"
"31316","NZ_CP173697.1",1917475,1918041,NA,"minus","hD domain protein","",0,"protein-coding",NA,"WP_022046997.1",188,"ACIRUI_RS09285","roseburia_faecis.tsv"
"31317","NZ_CP173697.1",1918097,1918972,NA,"minus","methionyl aminopeptidase","",0,"protein-coding",NA,"WP_022046998.1",291,"ACIRUI_RS09290","roseburia_faecis.tsv"
"31318","NZ_CP173697.1",1918976,1919647,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068325.1",223,"ACIRUI_RS09295","roseburia_faecis.tsv"
"31319","NZ_CP173697.1",1919657,1920874,NA,"minus","C40 family peptidase","",0,"protein-coding",NA,"WP_055068326.1",405,"ACIRUI_RS09300","roseburia_faecis.tsv"
"31320","NZ_CP173697.1",1921008,1921991,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068327.1",327,"ACIRUI_RS09305","roseburia_faecis.tsv"
"31321","NZ_CP173697.1",1922026,1923588,NA,"minus","SPOCS domain-containing protein","",0,"protein-coding",NA,"WP_022047002.1",520,"ACIRUI_RS09310","roseburia_faecis.tsv"
"31322","NZ_CP173697.1",1923660,1923902,NA,"minus","Veg family protein","",0,"protein-coding",NA,"WP_022047003.1",80,"ACIRUI_RS09315","roseburia_faecis.tsv"
"31323","NZ_CP173697.1",1924003,1924419,NA,"minus","protease complex subunit PrcB family protein","",0,"protein-coding",NA,"WP_055068328.1",138,"ACIRUI_RS09320","roseburia_faecis.tsv"
"31324","NZ_CP173697.1",1924473,1925216,NA,"minus","1-acyl-sn-glycerol-3-phosphate acyltransferase","",0,"protein-coding",NA,"WP_022047005.1",247,"ACIRUI_RS09325","roseburia_faecis.tsv"
"31325","NZ_CP173697.1",1925276,1927465,NA,"minus","methyl-accepting chemotaxis protein","",0,"protein-coding",NA,"WP_022047006.1",729,"ACIRUI_RS09330","roseburia_faecis.tsv"
"31326","NZ_CP173697.1",1927578,1929164,NA,"minus","alpha-amylase family glycosyl hydrolase","",0,"protein-coding",NA,"WP_022047007.1",528,"ACIRUI_RS09335","roseburia_faecis.tsv"
"31327","NZ_CP173697.1",1929234,1930121,NA,"minus","sugar ABC transporter permease","",0,"protein-coding",NA,"WP_022047008.1",295,"ACIRUI_RS09340","roseburia_faecis.tsv"
"31328","NZ_CP173697.1",1930121,1931494,NA,"minus","carbohydrate ABC transporter permease","",0,"protein-coding",NA,"WP_022047009.1",457,"ACIRUI_RS09345","roseburia_faecis.tsv"
"31329","NZ_CP173697.1",1931613,1932911,NA,"minus","extracellular solute-binding protein","",0,"protein-coding",NA,"WP_022047010.1",432,"ACIRUI_RS09350","roseburia_faecis.tsv"
"31330","NZ_CP173697.1",1932994,1934490,NA,"minus","4-alpha-glucanotransferase","malQ",0,"protein-coding",NA,"WP_022047011.1",498,"ACIRUI_RS09355","roseburia_faecis.tsv"
"31331","NZ_CP173697.1",1934801,1935802,NA,"plus","LacI family DNA-binding transcriptional regulator","",0,"protein-coding",NA,"WP_055068329.1",333,"ACIRUI_RS09360","roseburia_faecis.tsv"
"31332","NZ_CP173697.1",1936101,1937582,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068330.1",493,"ACIRUI_RS09370","roseburia_faecis.tsv"
"31333","NZ_CP173697.1",1937584,1938111,NA,"minus","RNA polymerase sigma factor","",0,"protein-coding",NA,"WP_055068331.1",175,"ACIRUI_RS09375","roseburia_faecis.tsv"
"31334","NZ_CP173697.1",1939066,1940424,NA,"minus","NADP-specific glutamate dehydrogenase","gdhA",0,"protein-coding",NA,"WP_055068332.1",452,"ACIRUI_RS09380","roseburia_faecis.tsv"
"31335","NZ_CP173697.1",1940693,1941187,NA,"minus","MarR family winged helix-turn-helix transcriptional regulator","",0,"protein-coding",NA,"WP_022046891.1",164,"ACIRUI_RS09385","roseburia_faecis.tsv"
"31336","NZ_CP173697.1",1941216,1942175,NA,"minus","beta-ketoacyl-ACP synthase III","",0,"protein-coding",NA,"WP_055068333.1",319,"ACIRUI_RS09390","roseburia_faecis.tsv"
"31337","NZ_CP173697.1",1942201,1943943,NA,"minus","acetyl-CoA carboxylase carboxyl transferase subunit","",0,"protein-coding",NA,"WP_055068334.1",580,"ACIRUI_RS09395","roseburia_faecis.tsv"
"31338","NZ_CP173697.1",1943954,1944379,NA,"minus","3-hydroxyacyl-ACP dehydratase FabZ","fabZ",0,"protein-coding",NA,"WP_022046888.1",141,"ACIRUI_RS09400","roseburia_faecis.tsv"
"31339","NZ_CP173697.1",1944385,1945617,NA,"minus","beta-ketoacyl-ACP synthase II","fabF",0,"protein-coding",NA,"WP_055068335.1",410,"ACIRUI_RS09405","roseburia_faecis.tsv"
"31340","NZ_CP173697.1",1945648,1946388,NA,"minus","3-oxoacyl-[acyl-carrier-protein] reductase","fabG",0,"protein-coding",NA,"WP_055068336.1",246,"ACIRUI_RS09410","roseburia_faecis.tsv"
"31341","NZ_CP173697.1",1946375,1947283,NA,"minus","ACP S-malonyltransferase","fabD",0,"protein-coding",NA,"WP_055068337.1",302,"ACIRUI_RS09415","roseburia_faecis.tsv"
"31342","NZ_CP173697.1",1947308,1948234,NA,"minus","enoyl-[acyl-carrier-protein] reductase FabK","fabK",0,"protein-coding",NA,"WP_055068338.1",308,"ACIRUI_RS09420","roseburia_faecis.tsv"
"31343","NZ_CP173697.1",1948238,1948471,NA,"minus","acyl carrier protein","acpP",0,"protein-coding",NA,"WP_022046883.1",77,"ACIRUI_RS09425","roseburia_faecis.tsv"
"31344","NZ_CP173697.1",1948682,1949620,NA,"minus","ROK family glucokinase","",0,"protein-coding",NA,"WP_022046882.1",312,"ACIRUI_RS09430","roseburia_faecis.tsv"
"31345","NZ_CP173697.1",1949772,1952153,NA,"minus","PBP1A family penicillin-binding protein","",0,"protein-coding",NA,"WP_055068339.1",793,"ACIRUI_RS09435","roseburia_faecis.tsv"
"31346","NZ_CP173697.1",1952252,1952800,NA,"minus","stage V sporulation T C-terminal domain-containing protein","",0,"protein-coding",NA,"WP_022046880.1",182,"ACIRUI_RS09440","roseburia_faecis.tsv"
"31347","NZ_CP173697.1",1952966,1955062,NA,"plus","methyl-accepting chemotaxis protein","",0,"protein-coding",NA,"WP_055068340.1",698,"ACIRUI_RS09445","roseburia_faecis.tsv"
"31348","NZ_CP173697.1",1955119,1957158,NA,"minus","bifunctional diguanylate cyclase/phosphodiesterase","",0,"protein-coding",NA,"WP_055068341.1",679,"ACIRUI_RS09450","roseburia_faecis.tsv"
"31349","NZ_CP173697.1",1957338,1958753,NA,"minus","pyruvate kinase","pyk",0,"protein-coding",NA,"WP_055068342.1",471,"ACIRUI_RS09455","roseburia_faecis.tsv"
"31350","NZ_CP173697.1",1958811,1959227,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_022046876.1",138,"ACIRUI_RS09460","roseburia_faecis.tsv"
"31351","NZ_CP173697.1",1959220,1960395,NA,"minus","FprA family A-type flavoprotein","",0,"protein-coding",NA,"WP_055068343.1",391,"ACIRUI_RS09465","roseburia_faecis.tsv"
"31352","NZ_CP173697.1",1960430,1961074,NA,"minus","YesL family protein","",0,"protein-coding",NA,"WP_055068344.1",214,"ACIRUI_RS09470","roseburia_faecis.tsv"
"31353","NZ_CP173697.1",1961077,1961595,NA,"minus","shikimate kinase","",0,"protein-coding",NA,"WP_055068345.1",172,"ACIRUI_RS09475","roseburia_faecis.tsv"
"31354","NZ_CP173697.1",1961588,1962460,NA,"minus","shikimate dehydrogenase","aroE",0,"protein-coding",NA,"WP_022046872.1",290,"ACIRUI_RS09480","roseburia_faecis.tsv"
"31355","NZ_CP173697.1",1962507,1964729,NA,"minus","HAD-IA family hydrolase","",0,"protein-coding",NA,"WP_055068346.1",740,"ACIRUI_RS09485","roseburia_faecis.tsv"
"31356","NZ_CP173697.1",1964754,1966805,NA,"minus","LTA synthase family protein","",0,"protein-coding",NA,"WP_330615340.1",683,"ACIRUI_RS09490","roseburia_faecis.tsv"
"31357","NZ_CP173697.1",1966832,1968229,NA,"minus","radical SAM protein","",0,"protein-coding",NA,"WP_055068347.1",465,"ACIRUI_RS09495","roseburia_faecis.tsv"
"31358","NZ_CP173697.1",1968596,1969555,NA,"plus","zinc dependent phospholipase C family protein","",0,"protein-coding",NA,"WP_055068348.1",319,"ACIRUI_RS09500","roseburia_faecis.tsv"
"31359","NZ_CP173697.1",1969590,1970534,NA,"minus","D-2-hydroxyacid dehydrogenase","",0,"protein-coding",NA,"WP_055068349.1",314,"ACIRUI_RS09505","roseburia_faecis.tsv"
"31360","NZ_CP173697.1",1970622,1971665,NA,"minus","aldose epimerase family protein","",0,"protein-coding",NA,"WP_022046866.1",347,"ACIRUI_RS09510","roseburia_faecis.tsv"
"31361","NZ_CP173697.1",1971812,1972390,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055068350.1",192,"ACIRUI_RS09515","roseburia_faecis.tsv"
"31362","NZ_CP173697.1",1972451,1972645,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068351.1",64,"ACIRUI_RS09520","roseburia_faecis.tsv"
"31363","NZ_CP173697.1",1972699,1974252,NA,"minus","precorrin-2 C(20)-methyltransferase","cobI",0,"protein-coding",NA,"WP_055068352.1",517,"ACIRUI_RS09525","roseburia_faecis.tsv"
"31364","NZ_CP173697.1",1974254,1975681,NA,"minus","cobyrinate a,c-diamide synthase","",0,"protein-coding",NA,"WP_055068353.1",475,"ACIRUI_RS09530","roseburia_faecis.tsv"
"31365","NZ_CP173697.1",1975695,1977758,NA,"minus","bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase","",0,"protein-coding",NA,"WP_055068354.1",687,"ACIRUI_RS09535","roseburia_faecis.tsv"
"31366","NZ_CP173697.1",1977786,1978520,NA,"minus","precorrin-3B C(17)-methyltransferase","cobJ",0,"protein-coding",NA,"WP_022046860.1",244,"ACIRUI_RS09540","roseburia_faecis.tsv"
"31367","NZ_CP173697.1",1978559,1979647,NA,"minus","cobalt-precorrin 5A hydrolase","",0,"protein-coding",NA,"WP_055068355.1",362,"ACIRUI_RS09545","roseburia_faecis.tsv"
"31368","NZ_CP173697.1",1979644,1980465,NA,"minus","precorrin-4 C(11)-methyltransferase","cobM",0,"protein-coding",NA,"WP_055068356.1",273,"ACIRUI_RS09550","roseburia_faecis.tsv"
"31369","NZ_CP173697.1",1980462,1981568,NA,"minus","cobalt-precorrin-5B (C(1))-methyltransferase CbiD","cbiD",0,"protein-coding",NA,"WP_055068357.1",368,"ACIRUI_RS09555","roseburia_faecis.tsv"
"31370","NZ_CP173697.1",1981593,1982231,NA,"minus","precorrin-8X methylmutase","",0,"protein-coding",NA,"WP_055068358.1",212,"ACIRUI_RS09560","roseburia_faecis.tsv"
