locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKHJKCLP_03806	CDS	1605				hypothetical protein
EKHJKCLP_03807	CDS	1071	emrA_3			Colistin resistance protein EmrA
EKHJKCLP_03808	CDS	1320				hypothetical protein
EKHJKCLP_03809	CDS	519				hypothetical protein
EKHJKCLP_03810	CDS	600				hypothetical protein
EKHJKCLP_03811	CDS	297				hypothetical protein
EKHJKCLP_03812	CDS	1353	creD		COG4452	Inner membrane protein CreD
EKHJKCLP_03813	CDS	657				hypothetical protein
EKHJKCLP_03814	CDS	1680				hypothetical protein
EKHJKCLP_03815	CDS	699				hypothetical protein
EKHJKCLP_03816	CDS	1332	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
EKHJKCLP_03817	CDS	795	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
EKHJKCLP_03818	CDS	801	potH		COG1176	Putrescine transport system permease protein PotH
EKHJKCLP_03819	CDS	1392	uup_2	3.6.1.-		ATP-binding protein Uup
EKHJKCLP_03820	CDS	1104	resA_15			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_03821	CDS	609				hypothetical protein
EKHJKCLP_03822	CDS	918				IS1182 family transposase ISMsp1
EKHJKCLP_03823	CDS	2565	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
EKHJKCLP_03824	CDS	1662				hypothetical protein
EKHJKCLP_03825	CDS	462	ntpK		COG0636	V-type sodium ATPase subunit K
EKHJKCLP_03826	CDS	1824	ntpI		COG1269	V-type sodium ATPase subunit I
EKHJKCLP_03827	CDS	606	atpD_2			A-type ATP synthase subunit D
EKHJKCLP_03828	CDS	1326	ntpB		COG1156	V-type sodium ATPase subunit B
EKHJKCLP_03829	CDS	1761	atpA_2	7.1.2.2	COG1155	V-type ATP synthase alpha chain
EKHJKCLP_03830	CDS	843				hypothetical protein
EKHJKCLP_03831	CDS	591	atpE_2			A-type ATP synthase subunit E
EKHJKCLP_03832	rRNA	111				5S ribosomal RNA
EKHJKCLP_03833	rRNA	2880				23S ribosomal RNA
EKHJKCLP_03834	tRNA	75				tRNA-Ala(tgc)
EKHJKCLP_03835	tRNA	75				tRNA-Ile(gat)
EKHJKCLP_03836	rRNA	1529				16S ribosomal RNA
EKHJKCLP_03837	CDS	1008				hypothetical protein
EKHJKCLP_03838	CDS	1263				hypothetical protein
EKHJKCLP_03839	CDS	402				hypothetical protein
EKHJKCLP_03840	CDS	861	sigA			RNA polymerase sigma factor SigA
EKHJKCLP_03841	CDS	1536	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
EKHJKCLP_03842	CDS	1152		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
EKHJKCLP_03843	CDS	987	ykfC	3.4.14.13		Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
EKHJKCLP_03844	CDS	1320				hypothetical protein
EKHJKCLP_03845	CDS	3291	tri1_1	3.4.21.-	COG0793	Tricorn protease 
EKHJKCLP_03846	CDS	546	IYD	1.21.1.1	COG0778	Iodotyrosine deiodinase
EKHJKCLP_03847	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
EKHJKCLP_03848	CDS	654				hypothetical protein
EKHJKCLP_03849	CDS	258				hypothetical protein
EKHJKCLP_03850	CDS	495				hypothetical protein
EKHJKCLP_03851	CDS	1533				hypothetical protein
EKHJKCLP_03852	CDS	153				hypothetical protein
EKHJKCLP_03853	CDS	96				hypothetical protein
EKHJKCLP_03854	CDS	384				hypothetical protein
EKHJKCLP_03855	CDS	432				hypothetical protein
EKHJKCLP_03856	CDS	636	tnpR_2			Transposon gamma-delta resolvase
EKHJKCLP_03857	CDS	1023				hypothetical protein
EKHJKCLP_03858	CDS	1053				hypothetical protein
EKHJKCLP_03859	CDS	174				hypothetical protein
EKHJKCLP_03860	CDS	1755	xerC_44			Tyrosine recombinase XerC
EKHJKCLP_03861	CDS	690	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
EKHJKCLP_03862	CDS	759	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
EKHJKCLP_03863	CDS	876	pstA		COG0581	Phosphate transport system permease protein PstA
EKHJKCLP_03864	CDS	1278				hypothetical protein
EKHJKCLP_03865	CDS	813	pstS			Phosphate-binding protein PstS
EKHJKCLP_03866	CDS	1740	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
EKHJKCLP_03867	CDS	1446	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
EKHJKCLP_03868	CDS	648	uptA		COG0586	Undecaprenyl phosphate transporter A
EKHJKCLP_03869	CDS	885				hypothetical protein
EKHJKCLP_03870	CDS	501	tpx	1.11.1.24		Thiol peroxidase
EKHJKCLP_03871	CDS	564				hypothetical protein
EKHJKCLP_03872	CDS	480				hypothetical protein
EKHJKCLP_03873	CDS	669			COG0325	Pyridoxal phosphate homeostasis protein
EKHJKCLP_03874	CDS	978	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
EKHJKCLP_03875	CDS	1326	phoH2	3.1.-.-	COG1875	Protein PhoH2
EKHJKCLP_03876	CDS	1482	murE_2	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EKHJKCLP_03877	CDS	375	ridA	3.5.99.10		2-iminobutanoate/2-iminopropanoate deaminase
EKHJKCLP_03878	CDS	486				hypothetical protein
EKHJKCLP_03879	CDS	360				hypothetical protein
EKHJKCLP_03880	CDS	2328				hypothetical protein
EKHJKCLP_03881	CDS	486				hypothetical protein
EKHJKCLP_03882	CDS	99				hypothetical protein
EKHJKCLP_03883	CDS	444				hypothetical protein
EKHJKCLP_03884	CDS	234				hypothetical protein
EKHJKCLP_03885	CDS	627	wecA_2	2.7.8.40	COG2148	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
EKHJKCLP_03886	CDS	771	tuaG	2.4.-.-	COG1215	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
EKHJKCLP_03887	CDS	1080	wclY	2.4.1.-		O-antigen biosynthesis glycosyltransferase WclY
EKHJKCLP_03888	CDS	1038	gtfA_3	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
EKHJKCLP_03889	CDS	1149				hypothetical protein
EKHJKCLP_03890	CDS	738				hypothetical protein
EKHJKCLP_03891	CDS	126				hypothetical protein
EKHJKCLP_03892	CDS	996				hypothetical protein
EKHJKCLP_03893	CDS	1071			COG3385	IS4 family transposase ISDpr1
EKHJKCLP_03894	CDS	678	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
EKHJKCLP_03895	CDS	132				hypothetical protein
EKHJKCLP_03896	CDS	171				hypothetical protein
EKHJKCLP_03897	CDS	1071				hypothetical protein
EKHJKCLP_03898	CDS	99				hypothetical protein
EKHJKCLP_03899	CDS	1131				hypothetical protein
EKHJKCLP_03900	CDS	2409				hypothetical protein
EKHJKCLP_03901	CDS	594	rfaH_4			Transcription antitermination protein RfaH
EKHJKCLP_03902	CDS	945	xerC_45			Tyrosine recombinase XerC
EKHJKCLP_03903	CDS	2259				hypothetical protein
EKHJKCLP_03904	CDS	1224	xerC_46			Tyrosine recombinase XerC
EKHJKCLP_03905	CDS	1290	xerC_47			Tyrosine recombinase XerC
EKHJKCLP_03906	CDS	360				hypothetical protein
EKHJKCLP_03907	CDS	312				hypothetical protein
EKHJKCLP_03908	CDS	294				hypothetical protein
EKHJKCLP_03909	CDS	252				hypothetical protein
EKHJKCLP_03910	CDS	993				hypothetical protein
EKHJKCLP_03911	CDS	456				hypothetical protein
EKHJKCLP_03912	CDS	1284				hypothetical protein
EKHJKCLP_03913	CDS	327				hypothetical protein
EKHJKCLP_03914	CDS	294				hypothetical protein
EKHJKCLP_03915	CDS	267				hypothetical protein
EKHJKCLP_03916	CDS	180				hypothetical protein
EKHJKCLP_03917	CDS	279				hypothetical protein
EKHJKCLP_03918	CDS	387				hypothetical protein
EKHJKCLP_03919	CDS	198				hypothetical protein
EKHJKCLP_03920	CDS	1953				hypothetical protein
EKHJKCLP_03921	CDS	444				hypothetical protein
EKHJKCLP_03922	CDS	585				hypothetical protein
EKHJKCLP_03923	CDS	921				hypothetical protein
EKHJKCLP_03924	CDS	1281				hypothetical protein
EKHJKCLP_03925	CDS	300				hypothetical protein
EKHJKCLP_03926	CDS	624				hypothetical protein
EKHJKCLP_03927	CDS	1080				hypothetical protein
EKHJKCLP_03928	CDS	621				hypothetical protein
EKHJKCLP_03929	CDS	315				hypothetical protein
EKHJKCLP_03930	CDS	1695				hypothetical protein
EKHJKCLP_03931	CDS	1662	ltrA_4			Group II intron-encoded protein LtrA
EKHJKCLP_03932	CDS	939				hypothetical protein
EKHJKCLP_03933	CDS	324				hypothetical protein
EKHJKCLP_03934	CDS	303				hypothetical protein
EKHJKCLP_03935	CDS	741				hypothetical protein
EKHJKCLP_03936	CDS	420				hypothetical protein
EKHJKCLP_03937	CDS	423				hypothetical protein
EKHJKCLP_03938	CDS	753				hypothetical protein
EKHJKCLP_03939	CDS	423				hypothetical protein
EKHJKCLP_03940	CDS	1146				hypothetical protein
EKHJKCLP_03941	CDS	2010				hypothetical protein
EKHJKCLP_03942	CDS	282				hypothetical protein
EKHJKCLP_03943	CDS	396				hypothetical protein
EKHJKCLP_03944	CDS	387				hypothetical protein
EKHJKCLP_03945	CDS	591				hypothetical protein
EKHJKCLP_03946	CDS	546				hypothetical protein
EKHJKCLP_03947	CDS	606				hypothetical protein
EKHJKCLP_03948	CDS	615				hypothetical protein
EKHJKCLP_03949	CDS	756				hypothetical protein
EKHJKCLP_03950	CDS	252				hypothetical protein
EKHJKCLP_03951	CDS	240				hypothetical protein
EKHJKCLP_03952	CDS	342				hypothetical protein
EKHJKCLP_03953	CDS	894				hypothetical protein
EKHJKCLP_03954	CDS	600				hypothetical protein
EKHJKCLP_03955	CDS	426				hypothetical protein
EKHJKCLP_03956	CDS	465				hypothetical protein
EKHJKCLP_03957	CDS	477				hypothetical protein
EKHJKCLP_03958	CDS	1119	xerC_48			Tyrosine recombinase XerC
EKHJKCLP_03959	CDS	168				hypothetical protein
EKHJKCLP_03960	CDS	1458				hypothetical protein
EKHJKCLP_03961	CDS	216				hypothetical protein
EKHJKCLP_03962	CDS	2100	topB_8	5.6.2.1	COG0550	DNA topoisomerase 3
EKHJKCLP_03963	CDS	450				hypothetical protein
EKHJKCLP_03964	CDS	6123				hypothetical protein
EKHJKCLP_03965	CDS	1014	yhcG_8	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_03966	CDS	327				hypothetical protein
EKHJKCLP_03967	CDS	312				hypothetical protein
EKHJKCLP_03968	CDS	861				hypothetical protein
EKHJKCLP_03969	CDS	858				hypothetical protein
EKHJKCLP_03970	CDS	1707				hypothetical protein
EKHJKCLP_03971	CDS	744		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EKHJKCLP_03972	CDS	1662	recN		COG0497	DNA repair protein RecN
EKHJKCLP_03973	CDS	1218	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
EKHJKCLP_03974	CDS	780	dinG	3.1.-.-		3'-5' exonuclease DinG
EKHJKCLP_03975	CDS	1125	dnaN_3			Beta sliding clamp
EKHJKCLP_03976	CDS	375				hypothetical protein
EKHJKCLP_03977	CDS	1569				hypothetical protein
EKHJKCLP_03978	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
EKHJKCLP_03979	CDS	990	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
EKHJKCLP_03980	CDS	849				hypothetical protein
EKHJKCLP_03981	CDS	954				putative epimerase/dehydratase
EKHJKCLP_03982	CDS	1290	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
EKHJKCLP_03983	CDS	405				hypothetical protein
EKHJKCLP_03984	CDS	480	ftnA_3	1.16.3.2		Bacterial non-heme ferritin
EKHJKCLP_03985	CDS	1161	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EKHJKCLP_03986	CDS	1320	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
EKHJKCLP_03987	CDS	726	ftsE		COG2884	Cell division ATP-binding protein FtsE
EKHJKCLP_03988	CDS	612	hisI			Histidine biosynthesis bifunctional protein HisIE
EKHJKCLP_03989	CDS	753	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EKHJKCLP_03990	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EKHJKCLP_03991	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EKHJKCLP_03992	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
EKHJKCLP_03993	tRNA	75				tRNA-Asp(gtc)
EKHJKCLP_03994	tRNA	75				tRNA-Asp(gtc)
EKHJKCLP_03995	CDS	597	ydeA	3.2.-.-	COG0693	putative protease YdeA
EKHJKCLP_03996	CDS	420				hypothetical protein
EKHJKCLP_03997	CDS	888	rhaR_6			HTH-type transcriptional activator RhaR
EKHJKCLP_03998	CDS	1365	mdtK_1			Multidrug resistance protein MdtK
EKHJKCLP_03999	CDS	327	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
EKHJKCLP_04000	CDS	564				hypothetical protein
EKHJKCLP_04001	CDS	156				hypothetical protein
EKHJKCLP_04002	CDS	1530				hypothetical protein
EKHJKCLP_04003	CDS	1275	hemW_2		COG0635	Heme chaperone HemW
EKHJKCLP_04004	CDS	855				hypothetical protein
EKHJKCLP_04005	CDS	1011				hypothetical protein
EKHJKCLP_04006	CDS	1074				hypothetical protein
EKHJKCLP_04007	CDS	1128			COG2885	Outer membrane protein 41
EKHJKCLP_04008	CDS	192				hypothetical protein
EKHJKCLP_04009	CDS	93				hypothetical protein
EKHJKCLP_04010	CDS	933				hypothetical protein
EKHJKCLP_04011	CDS	189				hypothetical protein
EKHJKCLP_04012	CDS	297				hypothetical protein
EKHJKCLP_04013	CDS	261				hypothetical protein
EKHJKCLP_04014	CDS	267				hypothetical protein
EKHJKCLP_04015	CDS	303				hypothetical protein
EKHJKCLP_04016	CDS	108				hypothetical protein
EKHJKCLP_04017	CDS	957				hypothetical protein
EKHJKCLP_04018	CDS	516				hypothetical protein
EKHJKCLP_04019	CDS	1128			COG2885	Outer membrane protein 40
EKHJKCLP_04020	CDS	1089				hypothetical protein
EKHJKCLP_04021	CDS	1158	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EKHJKCLP_04022	CDS	864				hypothetical protein
EKHJKCLP_04023	CDS	1032				putative protein
EKHJKCLP_04024	CDS	165				hypothetical protein
EKHJKCLP_04025	CDS	1758	dxs_3	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EKHJKCLP_04026	CDS	3288	tri1_2	3.4.21.-	COG0793	Tricorn protease 
EKHJKCLP_04027	CDS	822				hypothetical protein
EKHJKCLP_04028	CDS	540				hypothetical protein
EKHJKCLP_04029	CDS	630	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
EKHJKCLP_04030	CDS	855	rhaR_7			HTH-type transcriptional activator RhaR
EKHJKCLP_04031	CDS	690				hypothetical protein
EKHJKCLP_04032	CDS	1278				hypothetical protein
EKHJKCLP_04033	CDS	792	ccsA_3			Cytochrome c biogenesis protein CcsA
EKHJKCLP_04034	CDS	1236	ccs1			Cytochrome c biogenesis protein Ccs1
EKHJKCLP_04035	CDS	1482	nrfA	1.7.2.2	COG3303	Cytochrome c-552
EKHJKCLP_04036	CDS	597	nrfH		COG3005	Cytochrome c-type protein NrfH
EKHJKCLP_04037	CDS	483				hypothetical protein
EKHJKCLP_04038	CDS	2157	btuB_8			Vitamin B12 transporter BtuB
EKHJKCLP_04039	CDS	165				hypothetical protein
EKHJKCLP_04040	CDS	702				hypothetical protein
EKHJKCLP_04041	CDS	276				hypothetical protein
EKHJKCLP_04042	CDS	417				hypothetical protein
EKHJKCLP_04043	CDS	825				hypothetical protein
EKHJKCLP_04044	CDS	603		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
EKHJKCLP_04045	CDS	1170	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EKHJKCLP_04046	CDS	813	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
EKHJKCLP_04047	CDS	1071	purR_3			HTH-type transcriptional repressor PurR
EKHJKCLP_04048	CDS	288				hypothetical protein
EKHJKCLP_04049	CDS	246				hypothetical protein
EKHJKCLP_04050	CDS	159				hypothetical protein
EKHJKCLP_04051	CDS	1203	fsr		COG2223	Fosmidomycin resistance protein
EKHJKCLP_04052	CDS	1482				hypothetical protein
EKHJKCLP_04053	CDS	3126			COG4771	TonB-dependent receptor P3
EKHJKCLP_04054	CDS	1110				hypothetical protein
EKHJKCLP_04055	CDS	2442	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EKHJKCLP_04056	CDS	1155	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
EKHJKCLP_04057	CDS	660			COG2830	putative protein
EKHJKCLP_04058	CDS	777	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
EKHJKCLP_04059	CDS	651	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EKHJKCLP_04060	CDS	525				hypothetical protein
EKHJKCLP_04061	CDS	1512	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
EKHJKCLP_04062	CDS	1545	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
EKHJKCLP_04063	CDS	588				hypothetical protein
EKHJKCLP_04064	CDS	1452				hypothetical protein
EKHJKCLP_04065	CDS	1500	glcA		COG1620	Glycolate permease GlcA
EKHJKCLP_04066	CDS	294				hypothetical protein
EKHJKCLP_04067	CDS	750				hypothetical protein
EKHJKCLP_04068	CDS	498				hypothetical protein
EKHJKCLP_04069	CDS	1320				hypothetical protein
EKHJKCLP_04070	CDS	543				hypothetical protein
EKHJKCLP_04071	CDS	1545				hypothetical protein
EKHJKCLP_04072	CDS	1110	nedA	3.2.1.18		Sialidase
EKHJKCLP_04073	CDS	1458			COG0702	SusD-like protein P38
EKHJKCLP_04074	CDS	3264			COG4771	TonB-dependent receptor P39
EKHJKCLP_04075	CDS	1425				hypothetical protein
EKHJKCLP_04076	CDS	1236				hypothetical protein
EKHJKCLP_04077	CDS	1641				hypothetical protein
EKHJKCLP_04078	CDS	912	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
EKHJKCLP_04079	CDS	1023	nanM_2	5.1.3.24		N-acetylneuraminate epimerase
EKHJKCLP_04080	CDS	753	nanR			HTH-type transcriptional repressor NanR
EKHJKCLP_04081	CDS	165				hypothetical protein
EKHJKCLP_04082	CDS	2421				hypothetical protein
EKHJKCLP_04083	CDS	717	yknY_6	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
EKHJKCLP_04084	CDS	2409				hypothetical protein
EKHJKCLP_04085	CDS	1248	mdtA_5			Multidrug resistance protein MdtA
EKHJKCLP_04086	CDS	1302				hypothetical protein
EKHJKCLP_04087	CDS	1359	zraR_9			Transcriptional regulatory protein ZraR
EKHJKCLP_04088	CDS	1254	sasA_9	2.7.13.3		Adaptive-response sensory-kinase SasA
EKHJKCLP_04089	CDS	1026				hypothetical protein
EKHJKCLP_04090	CDS	1173				hypothetical protein
EKHJKCLP_04091	CDS	1245	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EKHJKCLP_04092	CDS	1200	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
EKHJKCLP_04093	CDS	1236				hypothetical protein
EKHJKCLP_04094	CDS	2049	cslA_2	4.2.2.5	COG5492	Chondroitinase-AC
EKHJKCLP_04095	CDS	849				hypothetical protein
EKHJKCLP_04096	CDS	1869	ettA_2	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
EKHJKCLP_04097	CDS	807				hypothetical protein
EKHJKCLP_04098	CDS	1194				hypothetical protein
EKHJKCLP_04099	CDS	690	resD		COG0745	Transcriptional regulatory protein ResD
EKHJKCLP_04100	CDS	1782	sasA_10	2.7.13.3		Adaptive-response sensory-kinase SasA
EKHJKCLP_04101	CDS	939				hypothetical protein
EKHJKCLP_04102	CDS	2043	btuB_9			Vitamin B12 transporter BtuB
EKHJKCLP_04103	CDS	1983				hypothetical protein
EKHJKCLP_04104	CDS	744				hypothetical protein
EKHJKCLP_04105	CDS	633				hypothetical protein
EKHJKCLP_04106	CDS	1356				hypothetical protein
EKHJKCLP_04107	CDS	480	ssb		COG0629	Single-stranded DNA-binding protein
EKHJKCLP_04108	CDS	1059	mutY	3.2.2.31		Adenine DNA glycosylase
EKHJKCLP_04109	CDS	276			COG0776	DNA-binding protein HU
EKHJKCLP_04110	CDS	1641	rng	3.1.26.-	COG1530	Ribonuclease G
EKHJKCLP_04111	CDS	852				hypothetical protein
EKHJKCLP_04112	CDS	2967				hypothetical protein
EKHJKCLP_04113	CDS	420				hypothetical protein
EKHJKCLP_04114	CDS	1230	xerC_49			Tyrosine recombinase XerC
EKHJKCLP_04115	CDS	1212	xerC_50			Tyrosine recombinase XerC
EKHJKCLP_04116	CDS	294				hypothetical protein
EKHJKCLP_04117	CDS	120				hypothetical protein
EKHJKCLP_04118	CDS	840				hypothetical protein
EKHJKCLP_04119	CDS	1281				hypothetical protein
EKHJKCLP_04120	CDS	396				hypothetical protein
EKHJKCLP_04121	CDS	258				hypothetical protein
EKHJKCLP_04122	CDS	519				hypothetical protein
EKHJKCLP_04123	CDS	489				hypothetical protein
EKHJKCLP_04124	CDS	1170				hypothetical protein
EKHJKCLP_04125	CDS	1869				hypothetical protein
EKHJKCLP_04126	CDS	1968				hypothetical protein
EKHJKCLP_04127	CDS	1719			COG0702	SusD-like protein P2
EKHJKCLP_04128	CDS	3405	susC_10		COG1629	TonB-dependent receptor SusC
EKHJKCLP_04129	CDS	969				hypothetical protein
EKHJKCLP_04130	CDS	570				hypothetical protein
EKHJKCLP_04131	CDS	165				hypothetical protein
EKHJKCLP_04132	CDS	915				hypothetical protein
EKHJKCLP_04133	CDS	264				hypothetical protein
EKHJKCLP_04134	CDS	411				hypothetical protein
EKHJKCLP_04135	CDS	120				hypothetical protein
EKHJKCLP_04136	CDS	198				hypothetical protein
EKHJKCLP_04137	CDS	294				hypothetical protein
EKHJKCLP_04138	CDS	294	xerC_51			Tyrosine recombinase XerC
EKHJKCLP_04139	CDS	348				hypothetical protein
EKHJKCLP_04140	CDS	567				hypothetical protein
EKHJKCLP_04141	CDS	759	fpuD_2	7.2.2.-		Petrobactin import ATP-binding protein FpuD
EKHJKCLP_04142	CDS	981	hmuU_2		COG0609	Hemin transport system permease protein HmuU
EKHJKCLP_04143	CDS	1140				hypothetical protein
EKHJKCLP_04144	CDS	2058	btuB_10			Vitamin B12 transporter BtuB
EKHJKCLP_04145	CDS	1101				hypothetical protein
EKHJKCLP_04146	CDS	2091				hypothetical protein
EKHJKCLP_04147	CDS	1782				hypothetical protein
EKHJKCLP_04148	CDS	918				hypothetical protein
EKHJKCLP_04149	CDS	639				hypothetical protein
EKHJKCLP_04150	CDS	171				hypothetical protein
EKHJKCLP_04151	CDS	780				hypothetical protein
EKHJKCLP_04152	CDS	306				hypothetical protein
EKHJKCLP_04153	CDS	630				hypothetical protein
EKHJKCLP_04154	CDS	1383	dnaC_3	5.6.2.3	COG0305	Replicative DNA helicase DnaC
EKHJKCLP_04155	CDS	510				hypothetical protein
EKHJKCLP_04156	CDS	285				hypothetical protein
EKHJKCLP_04157	CDS	450				hypothetical protein
EKHJKCLP_04158	CDS	2538				hypothetical protein
EKHJKCLP_04159	CDS	993				hypothetical protein
EKHJKCLP_04160	CDS	936			COG0671	Phosphoinositol dihydroceramide synthase
EKHJKCLP_04161	CDS	651		2.7.8.-		Phosphatidylinositol phosphate synthase
EKHJKCLP_04162	CDS	468				hypothetical protein
EKHJKCLP_04163	CDS	480		3.1.3.64	COG1267	Putative phosphatidylinositol-3-phosphatase
EKHJKCLP_04164	CDS	1290		5.5.1.4	COG1260	Inositol-3-phosphate synthase 1
EKHJKCLP_04165	CDS	2544				hypothetical protein
EKHJKCLP_04166	CDS	1335	sasA_11	2.7.13.3		Adaptive-response sensory-kinase SasA
EKHJKCLP_04167	CDS	1356	atoC_3		COG2204	Regulatory protein AtoC
EKHJKCLP_04168	CDS	1479				hypothetical protein
EKHJKCLP_04169	CDS	2610	rcsC_42	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04170	CDS	666	yknY_7	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
EKHJKCLP_04171	CDS	1296				hypothetical protein
EKHJKCLP_04172	CDS	1296				hypothetical protein
EKHJKCLP_04173	CDS	1248				hypothetical protein
EKHJKCLP_04174	CDS	1371	ndhA	1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase NdhA
EKHJKCLP_04175	CDS	906				hypothetical protein
EKHJKCLP_04176	CDS	483	cdd	3.5.4.5	COG0295	Cytidine deaminase
EKHJKCLP_04177	CDS	840				hypothetical protein
EKHJKCLP_04178	CDS	582	rclC		COG3059	Inner membrane protein RclC
EKHJKCLP_04179	CDS	1374	rclA_2		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EKHJKCLP_04180	CDS	1653	ybiT_2		COG0488	putative ATP-binding protein YbiT
EKHJKCLP_04181	CDS	789	nudC_2	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
EKHJKCLP_04182	CDS	564				hypothetical protein
EKHJKCLP_04183	CDS	1092	oatA	2.3.1.-	COG1835	O-acetyltransferase OatA
EKHJKCLP_04184	CDS	1173				hypothetical protein
EKHJKCLP_04185	CDS	1746	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
EKHJKCLP_04186	CDS	1176				hypothetical protein
EKHJKCLP_04187	CDS	1164				hypothetical protein
EKHJKCLP_04188	CDS	1668				hypothetical protein
EKHJKCLP_04189	CDS	1641				hypothetical protein
EKHJKCLP_04190	CDS	1653				hypothetical protein
EKHJKCLP_04191	CDS	2625				hypothetical protein
EKHJKCLP_04192	CDS	3309			COG4771	TonB-dependent receptor P3
EKHJKCLP_04193	CDS	1332				hypothetical protein
EKHJKCLP_04194	CDS	936		1.6.5.9		NADH:quinone reductase
EKHJKCLP_04195	CDS	717				hypothetical protein
EKHJKCLP_04196	CDS	522				hypothetical protein
EKHJKCLP_04197	CDS	1053				hypothetical protein
EKHJKCLP_04198	CDS	552	sigW_7		COG1595	ECF RNA polymerase sigma factor SigW
EKHJKCLP_04199	CDS	849	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
EKHJKCLP_04200	CDS	393				hypothetical protein
EKHJKCLP_04201	CDS	501	rlmH	2.1.1.177		Ribosomal RNA large subunit methyltransferase H
EKHJKCLP_04202	CDS	3210			COG4771	TonB-dependent receptor P3
EKHJKCLP_04203	CDS	1920				hypothetical protein
EKHJKCLP_04204	CDS	1353				hypothetical protein
EKHJKCLP_04205	CDS	2865				hypothetical protein
EKHJKCLP_04206	CDS	2679	lacZ_13	3.2.1.23		Beta-galactosidase
EKHJKCLP_04207	CDS	456	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EKHJKCLP_04208	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
EKHJKCLP_04209	CDS	681				queuosine precursor transporter
